Operating Temperature (¡æ),Operating Pressure (bar),Flow Rate (mL min-1),Active Area (cm2),Ir wt. %,Ru wt.%,O wt. %,I/C in Anode,Pt wt. %,I/C in Cathode,Anode Precious Metal Loading (mg cm-2 Ir/Ru/Pt/Pd),Cathode Precious Metal Loading (mg cm-2 Pt/Pd),Membrane Thickness (¦Ìm),EW,QUALIFIED,Current at 1.8 V
50<TEMP<=60,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,40<PT<=60,0.4<ICC<=0.5,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,1.983
60<TEMP<=70,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,40<PT<=60,0.4<ICC<=0.5,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,2.194
80<TEMP<=90,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,40<PT<=60,0.4<ICC<=0.5,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,2.776
TEMP<=30,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,DISQUALIFIED,0.706
30<TEMP<=40,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,DISQUALIFIED,0.894
50<TEMP<=60,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,DISQUALIFIED,1.474
70<TEMP<=80,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,2.32
80<TEMP<=90,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,2.58
90<TEMP<=100,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,2.923
TEMP>100,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,2.893
TEMP>100,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,2.936
TEMP<=30,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,DISQUALIFIED,0.52
30<TEMP<=40,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,DISQUALIFIED,0.635
50<TEMP<=60,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,DISQUALIFIED,0.925
70<TEMP<=80,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,DISQUALIFIED,1.276
80<TEMP<=90,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,DISQUALIFIED,1.481
90<TEMP<=100,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,DISQUALIFIED,1.481
TEMP>100,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,1.65
TEMP>100,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,1.841
70<TEMP<=80,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,1.66
90<TEMP<=100,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,1.824
TEMP>100,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,2.062
TEMP>100,2<PRESS<=3,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW<=900,QUALIFIED,2.388
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0<ICC<=0.3,AL>1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,1.739
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0<ICC<=0.3,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,1.816
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.089
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW>1100,QUALIFIED,2.089
90<TEMP<=100,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.181
90<TEMP<=100,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.2<ICA<=0.3,20<PT<=40,0.4<ICC<=0.5,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW>1100,QUALIFIED,2.455
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,PURE PT,0<ICC<=0.3,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,2.806
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,PURE PT,0<ICC<=0.3,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,3.334
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,PURE PT,0<ICC<=0.3,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,3.708
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,PURE PT,0<ICC<=0.3,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,3.39
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,2.83694
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,RU FREE,15<O<=25,0.1<ICA<=0.2,40<PT<=60,0<ICC<=0.3,AL>1.5,0.25<CL<=0.5,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,4.02916
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,RU FREE,15<O<=25,0.1<ICA<=0.2,0<PT<=20,0<ICC<=0.3,AL>1.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,3.78614
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,RU FREE,15<O<=25,0.1<ICA<=0.2,0<PT<=20,0<ICC<=0.3,AL<=0.25,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,1.55687
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,50<IR<=75,RU FREE,15<O<=25,0.1<ICA<=0.2,0<PT<=20,0<ICC<=0.3,AL>1.5,0<CL<=0.25,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,3.50633
70<TEMP<=80,2<PRESS<=3,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,20<PT<=40,0.4<ICC<=0.5,0.75<AL<=1,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.23096
TEMP<=30,PRESS=1,6<FR<=24,AA<=5,75<IR<=85,0<RU<=25,15<O<=25,0.75<ICA<1.5,40<PT<=60,0.3<ICC<=0.4,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.1593
TEMP<=30,PRESS=1,6<FR<=24,AA<=5,75<IR<=85,0<RU<=25,15<O<=25,0.75<ICA<1.5,40<PT<=60,0.3<ICC<=0.4,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.17991
TEMP<=30,PRESS=1,FR>24,AA<=5,75<IR<=85,0<RU<=25,15<O<=25,0.75<ICA<1.5,40<PT<=60,0.3<ICC<=0.4,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.37076
50<TEMP<=60,PRESS>3,FR>24,5<AA<=25,75<IR<=85,0<RU<=25,15<O<=25,0.75<ICA<1.5,40<PT<=60,0.3<ICC<=0.4,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.75084
50<TEMP<=60,PRESS>3,FR>24,5<AA<=25,75<IR<=85,0<RU<=25,15<O<=25,0.75<ICA<1.5,40<PT<=60,0.3<ICC<=0.4,1<AL<=1.5,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.49655
50<TEMP<=60,PRESS>3,FR>24,5<AA<=25,75<IR<=85,0<RU<=25,15<O<=25,0.75<ICA<1.5,40<PT<=60,0.3<ICC<=0.4,1<AL<=1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.8159
50<TEMP<=60,PRESS>3,FR>24,5<AA<=25,75<IR<=85,0<RU<=25,15<O<=25,0.75<ICA<1.5,40<PT<=60,0.3<ICC<=0.4,1<AL<=1.5,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.51386
50<TEMP<=60,PRESS>3,FR>24,5<AA<=25,75<IR<=85,0<RU<=25,15<O<=25,0.75<ICA<1.5,40<PT<=60,0.3<ICC<=0.4,1<AL<=1.5,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.80752
50<TEMP<=60,PRESS>3,FR>24,5<AA<=25,75<IR<=85,0<RU<=25,15<O<=25,0.75<ICA<1.5,40<PT<=60,0.3<ICC<=0.4,1<AL<=1.5,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.67802
50<TEMP<=60,PRESS=1,FR>24,5<AA<=25,75<IR<=85,0<RU<=25,15<O<=25,0.75<ICA<1.5,40<PT<=60,0.3<ICC<=0.4,1<AL<=1.5,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.85188
70<TEMP<=80,PRESS=1,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,40<PT<=60,0.3<ICC<=0.4,AL<=0.25,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.78519
70<TEMP<=80,PRESS=1,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,40<PT<=60,0.3<ICC<=0.4,AL<=0.25,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.96438
70<TEMP<=80,PRESS=1,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,40<PT<=60,0.3<ICC<=0.4,AL<=0.25,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.13224
70<TEMP<=80,PRESS=1,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,40<PT<=60,0.3<ICC<=0.4,0.25<AL<=0.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.26044
70<TEMP<=80,PRESS=1,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,40<PT<=60,0.3<ICC<=0.4,0.5<AL<=0.75,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.43666
70<TEMP<=80,PRESS=1,3<FR<=6,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,40<PT<=60,0.3<ICC<=0.4,1<AL<=1.5,0<CL<=0.25,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.43666
70<TEMP<=80,PRESS=1,FR>24,AA>25,25<IR<=50,RU FREE,O FREE,ICA=0,40<PT<=60,ICC=0,AL<=0.25,0<CL<=0.25,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,1.23626
70<TEMP<=80,PRESS=1,FR>24,AA>25,IR FREE,RU FREE,O FREE,ICA=0,60<PT<100,ICC=0,AL<=0.25,0<CL<=0.25,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,1.10767
TEMP<=30,PRESS=1,FR>24,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.5<ICA<=0.75,PURE PT,1<ICC<=2,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.29023
50<TEMP<=60,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,PURE PT,0.3<ICC<=0.4,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,1.50401
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.3<ICA<=0.4,PURE PT,0<ICC<=0.3,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,1.60435
TEMP<=30,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.38851
30<TEMP<=40,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.45625
40<TEMP<=50,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,PT FREE,0.7<ICC<=1,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.50869
50<TEMP<=60,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,PT FREE,1<ICC<=2,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.56405
60<TEMP<=70,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,PT FREE,1<ICC<=2,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.63908
70<TEMP<=80,PRESS=1,FR>24,5<AA<=25,IR FREE,50<RU<=75,15<O<=25,0.75<ICA<1.5,PT FREE,1<ICC<=2,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.72321
40<TEMP<=50,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,PURE PT,0<ICC<=0.3,AL>1.5,0<CL<=0.25,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.9618
40<TEMP<=50,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,PURE PT,0<ICC<=0.3,AL<=0.25,0<CL<=0.25,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.78719
40<TEMP<=50,PRESS=1,FR>24,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.1<ICA<=0.2,PURE PT,0<ICC<=0.3,AL>1.5,0<CL<=0.25,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,1.00887
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,IR<=25,RU FREE,0<O<=15,0.4<ICA<=0.5,40<PT<=60,0.4<ICC<=0.5,0.25<AL<=0.5,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,QUALIFIED,1.75099
80<TEMP<=90,PRESS=1,6<FR<=24,AA<=5,85<IR<100,RU FREE,0<O<=15,0<ICA<=0.1,40<PT<=60,0.3<ICC<=0.4,AL<=0.25,0.25<CL<=0.5,25<MEMBRANE<=50,1000<EW<=1100,QUALIFIED,1.93308
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,50<IR<=75,0<RU<=25,0<O<=15,0.3<ICA<=0.4,60<PT<100,0.3<ICC<=0.4,AL>1.5,CL>0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,1.44729
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.05992
80<TEMP<=90,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.9724
90<TEMP<=100,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.05907
TEMP>100,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.61384
TEMP>100,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.27523
70<TEMP<=80,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,900<EW<=1000,DISQUALIFIED,1.29256
80<TEMP<=90,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,1.5799
90<TEMP<=100,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,1.64692
TEMP>100,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,900<EW<=1000,DISQUALIFIED,1.0878
TEMP>100,PRESS=1,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,900<EW<=1000,DISQUALIFIED,0.48129
70<TEMP<=80,2<PRESS<=3,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.86244
80<TEMP<=90,2<PRESS<=3,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.9729
90<TEMP<=100,2<PRESS<=3,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.0845
TEMP>100,2<PRESS<=3,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.94858
TEMP>100,2<PRESS<=3,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,0.5788
70<TEMP<=80,2<PRESS<=3,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,900<EW<=1000,DISQUALIFIED,1.39376
80<TEMP<=90,2<PRESS<=3,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,1.55696
90<TEMP<=100,2<PRESS<=3,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,1.64668
TEMP>100,2<PRESS<=3,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,1.73641
TEMP>100,2<PRESS<=3,FR<=3,AA<=5,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,900<EW<=1000,QUALIFIED,1.70292
70<TEMP<=80,PRESS>3,FR<=3,AA<=5,PURE IR,RU FREE,O FREE,0.1<ICA<=0.2,60<PT<100,0.4<ICC<=0.5,AL<=0.25,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.26616
70<TEMP<=80,PRESS>3,FR<=3,AA<=5,PURE IR,RU FREE,O FREE,0<ICA<=0.1,60<PT<100,0.4<ICC<=0.5,AL<=0.25,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.424
70<TEMP<=80,PRESS>3,FR<=3,AA<=5,PURE IR,RU FREE,O FREE,0<ICA<=0.1,60<PT<100,0.3<ICC<=0.4,AL<=0.25,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.47785
70<TEMP<=80,PRESS=1,FR>24,AA>25,85<IR<100,RU FREE,0<O<=15,ICA>1.5,40<PT<=60,1<ICC<=2,0.75<AL<=1,0.25<CL<=0.5,125<MEMBRANE<=175,1000<EW<=1100,DISQUALIFIED,0.83555
70<TEMP<=80,PRESS=1,6<FR<=24,AA<=5,PURE IR,RU FREE,O FREE,0.1<ICA<=0.2,0<PT<=20,0.4<ICC<=0.5,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,EW<=900,DISQUALIFIED,1.0123
70<TEMP<=80,PRESS=1,3<FR<=6,AA<=5,PURE IR,RU FREE,O FREE,0.1<ICA<=0.2,0<PT<=20,0.4<ICC<=0.5,AL>1.5,0.25<CL<=0.5,50<MEMBRANE<=125,1000<EW<=1100,QUALIFIED,1.54013
70<TEMP<=80,PRESS=1,FR<=3,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.33316
70<TEMP<=80,2<PRESS<=3,FR<=3,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,1000<EW<=1100,DISQUALIFIED,1.39872
TEMP>100,PRESS=1,FR<=3,5<AA<=25,85<IR<100,RU FREE,0<O<=15,0.4<ICA<=0.5,20<PT<=40,0.4<ICC<=0.5,AL>1.5,CL>0.5,50<MEMBRANE<=125,EW>1100,DISQUALIFIED,0.70888
