Title,Country,Year,Operating Temperature (℃),Cathode Pressure (bar),Anode Pressure (bar),Operating Pressure (bar),Flow Rate (mL min-1),Active Area (cm2),Ir wt. %,Ru wt.%,O wt. %,C wt. %,Pure_0/Supported_1,Anode Catalyst Type,I/C in Anode,Pt wt. %,I/C in Cathode,Anode Catalyst Loading,Catahode Catalyst Loading,Anode Precious Metal Loading (mg cm-2 Ir/Ru/Pt/Pd),Cathode Precious Metal Loading (mg cm-2 Pt/Pd),MEA Preparation Method,CCM_0/GDE_1,Membrane Thickness (μm),EW,Type,Current at 1.5 V,Current at 1.6 V,Current at 1.7 V,Current at 1.8 V,Current at 1.9 V,Current at 2.0 V,Minimum Stability Current Density (A cm-2),Maximum Stability Current Density (A cm-2),Fluctuation period (h),Stability Test Time (h-1)
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",Germany,2018,60,1,1,1,95,63.5,85.52915767,0,14.47084233,0,0,IrOx,0.15,40,0.2,1,0.6mg cm-2 Pt,0.855291577,0.6,GDE,1,175,1100,Nafion117,0.03277,0.11844,0.22377,0.34998,0.48468,0.61938,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",Germany,2018,60,1,1,1,45,22.7,85.52915767,0,14.47084233,0,0,IrOx,0.15,40,0.2,3.5,0.6mg cm-2 Pt,2.993520518,0.6,GDE,1,175,1100,Nafion117,0.01675,0.07937,0.16019,0.25945,0.36357,0.46769,0,0,0,0
"Effect of the MEA design on the performance of PEMWE single cells
with different sizes",Germany,2018,60,1,1,1,95,63.5,85.52915767,0,14.47084233,0,0,IrOx,0.15,40,0.2,0.97,0.6mg cm-2 Pt,0.829632829,0.6,CCM,0,175,1100,Nafion117,0.07635,0.24236,0.44494,0.65469,0.86444,1.07419,0,0,0,0
"Electrodeposited IrO2/Ti electrodes as durable and cost-effective anodes in
high-temperature polymer-membrane-electrolyte water electrolyzers",Korea,2018,120,2.5,2.5,2.5,15,6.25,85.52915767,0,14.47084233,0,0,Electrodeposited IrO2 1min,0,46.5,,0.032,0.4mg cm-2 Pt,0.02736933,0.4,GDE,1,50,1100,Nafion212,0.25547,0.28819,0.32389,0.36434,0.40837,0.46786,0,0,0,0
"Electrodeposited IrO2/Ti electrodes as durable and cost-effective anodes in
high-temperature polymer-membrane-electrolyte water electrolyzers",Korea,2018,120,2.5,2.5,2.5,15,6.25,85.52915767,0,14.47084233,0,0,Electrodeposited IrO2 3min,0,46.5,,0.10139,0.4mg cm-2 Pt,0.086718013,0.4,GDE,1,50,1100,Nafion212,0.31021,0.37267,0.44347,0.53628,0.62314,0.74569,0,0,0,0
"Electrodeposited IrO2/Ti electrodes as durable and cost-effective anodes in
high-temperature polymer-membrane-electrolyte water electrolyzers",Korea,2018,120,2.5,2.5,2.5,15,6.25,85.52915767,0,14.47084233,0,0,Electrodeposited IrO2 5min,0,46.5,,0.3959,0.4mg cm-2 Pt,0.338609935,0.4,GDE,1,50,1100,Nafion212,0.72665,1.11812,1.52683,1.8588,2.13068,2.36449,0,0,0,0
"Electrodeposited IrO2/Ti electrodes as durable and cost-effective anodes in
high-temperature polymer-membrane-electrolyte water electrolyzers",Korea,2018,120,2.5,2.5,2.5,15,6.25,85.52915767,0,14.47084233,0,0,Electrodeposited IrO2 10min,0,46.5,,1.03557,0.4mg cm-2 Pt,0.885714298,0.4,GDE,1,50,1100,Nafion212,0.57435,0.84088,1.14013,1.45306,1.77135,2.0819,0,0,0,0
"Electrodeposited IrO2/Ti electrodes as durable and cost-effective anodes in
high-temperature polymer-membrane-electrolyte water electrolyzers",Korea,2018,120,2.5,2.5,2.5,15,6.25,85.52915767,0,14.47084233,0,0,Electrodeposited IrO2 20min,0,46.5,,2.69571,0.4mg cm-2 Pt,2.305618056,0.4,GDE,1,50,1100,Nafion212,0.43811,0.57673,0.69631,0.7921,0.88728,0.96879,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,30,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.5mg cm-2 Pt,1.367183177,0.5,CCM,0,90,1000,Aquivion E100-09S,0.04431,0.31694,0.76755,1.3484,2.01434,2.74106,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,40,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.5mg cm-2 Pt,1.367183177,0.5,CCM,0,90,1000,Aquivion E100-09S,0.08599,0.40724,0.92992,1.59846,2.38421,3.1335,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,50,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.5mg cm-2 Pt,1.367183177,0.5,CCM,0,90,1000,Aquivion E100-09S,0.13808,0.5531,1.13482,1.88411,2.75408,3.61103,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,60,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.5mg cm-2 Pt,1.367183177,0.5,CCM,0,90,1000,Aquivion E100-09S,0.1867,0.69983,1.36143,2.20883,3.0953,4.01997,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,70,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.5mg cm-2 Pt,1.367183177,0.5,CCM,0,90,1000,Aquivion E100-09S,0.30652,0.87522,1.6054,2.55265,3.57196,4.59127,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,80,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.5mg cm-2 Pt,1.367183177,0.5,CCM,0,90,1000,Aquivion E100-09S,0.41418,1.07578,1.86848,2.88084,4.00087,5.1209,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,90,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.5mg cm-2 Pt,1.367183177,0.5,CCM,0,90,1000,Aquivion E100-09S,0.5505,1.21209,2.05341,3.03626,4.15281,5.26936,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,30,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.1mg cm-2 Pt,1.367183177,0.1,CCM,0,90,1000,Aquivion E100-09S,0.02252,0.32817,0.79211,1.33352,1.99113,2.64537,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,40,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.1mg cm-2 Pt,1.367183177,0.1,CCM,0,90,1000,Aquivion E100-09S,0.05031,0.45447,0.99251,1.64001,2.38519,3.10931,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,50,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.1mg cm-2 Pt,1.367183177,0.1,CCM,0,90,1000,Aquivion E100-09S,0.08567,0.54625,1.17186,1.89683,2.72957,3.53537,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,60,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.1mg cm-2 Pt,1.367183177,0.1,CCM,0,90,1000,Aquivion E100-09S,0.15219,0.7256,1.45309,2.24794,3.14131,3.99595,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,70,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.1mg cm-2 Pt,1.367183177,0.1,CCM,0,90,1000,Aquivion E100-09S,0.24397,0.86958,1.6577,2.50139,3.49664,4.49189,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,80,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.1mg cm-2 Pt,1.367183177,0.1,CCM,0,90,1000,Aquivion E100-09S,0.35932,1.11208,1.94566,2.9266,3.93616,4.94572,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,90,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.1mg cm-2 Pt,1.367183177,0.1,CCM,0,90,1000,Aquivion E100-09S,0.51088,1.299,2.19911,3.19772,4.20645,5.21518,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,30,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,1000,Aquivion E100-09S,0.00372,0.17296,0.54745,1.03338,1.62319,2.24232,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,40,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,1000,Aquivion E100-09S,0.00791,0.24836,0.72758,1.28891,1.95831,2.70646,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,50,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,1000,Aquivion E100-09S,0.02886,0.35644,0.90687,1.55533,2.32526,3.14547,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,60,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,1000,Aquivion E100-09S,0.07242,0.50054,1.13726,1.88626,2.73914,3.63474,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,70,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,1000,Aquivion E100-09S,0.15118,0.67312,1.39698,2.1887,3.12369,4.12402,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,80,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,1000,Aquivion E100-09S,0.22323,0.82812,1.60895,2.50874,3.47305,4.43736,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,90,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,1000,Aquivion E100-09S,0.35979,1.02584,1.86112,2.81454,3.76125,4.70796,0,0,0,0
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,80,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,1.5,0.1mg cm-2 Pt,1.367183177,0.1,CCM,0,90,1000,Aquivion E100-09S,0.27329,1.10838,1.96945,3.04084,4.17162,5.3024,1,1,0,1000
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,80,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,1000,Aquivion E100-09S,0.08937,0.5814,1.30892,2.17153,3.36382,4.36153,1,1,0,1000
"Enhanced performance and durability of low catalyst loading PEM water
electrolyser based on a short-side chain perfluorosulfonic ionomer",Italy,2017,80,1,1,1,4,5,74.37742114,16.76812396,8.854454898,0,0,IrRuO2,0.2,30,0.3,0.4,0.1mg cm-2 Pt,0.36458218,0.1,CCM,0,90,1000,Aquivion E100-09S,0.12384,0.72457,1.51882,2.40922,3.41717,4.28858,3,3,0,1000
"Enhancing PEM water electrolysis efficiency by reducing the extent
of Ti gas diffusion layer passivation",Czech,2018,60,1,1,1,,4,85.52915767,0,14.47084233,0,0,IrO2,0.176,40,0.299,0.875,1mg cm-2Pt,0.74838013,1,CCM,0,175,1100,Nafion117,0.03284,0.2724,0.58433,0.8683,1.15227,1.43624,0,0,0,0
"Enhancing PEM water electrolysis efficiency by reducing the extent
of Ti gas diffusion layer passivation",Czech,2018,60,1,1,1,,4,85.52915767,0,14.47084233,0,0,IrO2,0.176,40,0.299,0.875,1mg cm-2Pt,0.74838013,1,CCM,0,175,1100,Nafion117,0.01968,0.13864,0.30584,0.51252,0.7192,0.92588,0,0,0,0
"Low-Cost Nanostructured Iron Sulfide Electrocatalysts for PEM Water
Electrolysis",France,2016,80,1,1,1,3.33,6.25,84.5,0,15.5,0,0,IrO2,0.24,,0.428571429,2,2 mg cm-2 Pt,1.69,2,CCM,0,125,1100,Nafion115,0.24705,0.80459,1.37089,1.87038,2.36987,2.86936,0,0,0,0
"Low-Cost Nanostructured Iron Sulfide Electrocatalysts for PEM Water
Electrolysis",France,2016,90,1,1,1,3.33,6.25,84.5,0,15.5,0,0,IrO2,0.24,,0.428571429,2,2 mg cm-2 Pt,1.69,2,CCM,0,125,1100,Nafion115,0.38805,0.86219,1.42618,1.96668,2.50718,3.04768,0,0,0,0
"Low-Cost Nanostructured Iron Sulfide Electrocatalysts for PEM Water
Electrolysis",France,2016,100,1,1,1,3.33,6.25,84.5,0,15.5,0,0,IrO2,0.24,,0.428571429,2,2 mg cm-2 Pt,1.69,2,CCM,0,125,1100,Nafion115,0.3945,0.9009,1.53539,2.16988,2.80437,3.43886,0,0,0,0
"Low-Cost Nanostructured Iron Sulfide Electrocatalysts for PEM Water
Electrolysis",France,2016,120,1,1,1,3.33,6.25,84.5,0,15.5,0,0,IrO2,0.24,,0.428571429,2,2 mg cm-2 Pt,1.69,2,CCM,0,125,1100,Nafion115,0.418,0.99674,1.76808,2.53942,3.31076,4.0821,0,0,0,0
"Nitrogen doped CNTs supported Palladium
electrocatalyst for hydrogen evolution reaction in
PEM water electrolyser",India,2016,80,1,1,1,50,25,0,75.9,24.1,0,0,RuO2,,30,,3mg cm-2 Ru,0.7 mg cm-2 Pt,3,0.7,GDE,1,125,1100,Nafion115,0.28716,0.55315,0.83069,1.02693,1.30748,1.4726,0,0,0,0
"Platinum and palladium nano-particles supported by
graphitic nano-fibers as catalysts for PEM water electrolysis",Russia,2011,90,1,1,1,,7,100,0,0,0,0,Black Ir,,40,,2mg cm-2 Ir,0.8/mg cm-2 Pt,2,0.8,GDE,1,125,1100,Nafion115,0.15216,0.48486,0.90539,1.34125,1.84878,2.35631,0,0,0,0
"Self-assembled RuO2@IrOx core-shell nanocomposite as high efficient anode
catalyst for PEM water electrolyzer",China,2020,80,1,1,1,40,3.645,85.52915767,0,14.47084233,0,0,IrO2,,40,,2.5,0.5mg cm-2 Pt,2.138228942,0.5,CCM,0,175,1100,Nafion117,0.15264,0.49186,0.84588,1.1999,1.55392,1.90794,0,0,0,0
"Self-assembled RuO2@IrOx core-shell nanocomposite as high efficient anode
catalyst for PEM water electrolyzer",China,2020,80,1,1,1,40,3.645,0,75.66401816,24.33598184,0,0,RuO2,,40,,2.5,0.5mg cm-2 Pt,1.891600454,0.5,CCM,0,175,1100,Nafion117,0.21552,0.57998,0.95576,1.33154,1.70732,2.0831,0,0,0,0
"Self-assembled RuO2@IrOx core-shell nanocomposite as high efficient anode
catalyst for PEM water electrolyzer",China,2020,80,1,1,1,40,3.645,34.61,48.47,16.92,0,0,RuO2/IrO2,,40,,2.5,0.5mg cm-2 Pt,2.077,0.5,CCM,0,175,1100,Nafion117,0.36187,0.78351,1.22987,1.76612,2.2324,2.64318,0,0,0,0
"Self-assembled RuO2@IrOx core-shell nanocomposite as high efficient anode
catalyst for PEM water electrolyzer",China,2020,80,1,1,1,40,3.645,34.61,48.47,16.92,0,0,RuO2/IrO2,,40,,2.5,0.5mg cm-2 Pt,2.077,0.5,CCM,0,175,1100,Nafion117,0.36187,0.78351,1.22987,1.76612,2.2324,2.64318,0,0,0,0
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",CHINA,2017,80,1,1,1,40,3.645,85.71428571,0,14.28571429,0,0,IrO2,,40,,1,0.5 mg cm-2 Pt,0.857142857,0.5,CCM,0,175,1100,Nafion 117,0.04469,0.25003,0.46435,0.70745,0.95177,1.19609,0,0,0,0
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",CHINA,2017,80,1,1,1,40,3.645,34.28571429,0,15.0234511,0,1,40IrO2/Ti0.95Ta0.05O2,,40,,1,0.5 mg cm-2 Pt,0.342857143,0.5,CCM,0,175,1100,Nafion 117,0.03795,0.16124,0.31677,0.48762,0.65519,0.82276,0,0,0,0
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",CHINA,2017,80,1,1,1,40,3.645,34.28571429,0,15.33368323,0,1,40IrO2/Ti0.9Ta0.1O2,,40,,1,0.5 mg cm-2 Pt,0.342857143,0.5,CCM,0,175,1100,Nafion 117,0.07796,0.23002,0.40556,0.6009,0.80399,1.00708,0,0,0,0
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",CHINA,2017,80,1,1,1,40,3.645,34.28571429,0,16.02060897,0,1,40IrO2/Ti0.8Ta0.2O2,,40,,1,0.5 mg cm-2 Pt,0.342857143,0.5,CCM,0,175,1100,Nafion 117,0.05918,0.20777,0.37005,0.54763,0.72521,0.90279,0,0,0,0
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",CHINA,2017,80,1,1,1,40,3.645,34.28571429,0,16.81318675,0,1,40IrO2/Ti0.7Ta0.3O2,,40,,1,0.5 mg cm-2 Pt,0.342857143,0.5,CCM,0,175,1100,Nafion 117,0.0702,0.239,0.42883,0.65417,0.8985,1.14283,0,0,0,0
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",CHINA,2017,80,1,1,1,40,3.645,51.42857143,0,15.97069593,0,1,60IrO2/Ti0.7Ta0.3O2,,40,,1,0.5 mg cm-2 Pt,0.514285714,0.5,CCM,0,175,1100,Nafion 117,0.08369,0.26034,0.49162,0.78104,1.02259,1.26414,0,0,0,0
"Activity of IrO2 supported on tantalum-doped TiO2
electrocatalyst for solid polymer electrolyte water
electrolyzer",CHINA,2017,80,1,1,1,40,3.645,68.57142857,0,15.12820511,0,1,80IrO2/Ti0.7Ta0.3O2,,40,,1,0.5 mg cm-2 Pt,0.685714286,0.5,CCM,0,175,1100,Nafion 117,0.12847,0.33305,0.55982,0.84471,1.11852,1.39233,0,0,0,0
An effective oxygen electrode based on Ir0.6Sn0.4O2 for PEM water electrolyzers,CHINA,2019,80,1,1,1,,5,59,0,16,0,1,Ir 0.6 Sn 0.4 O 2,0.4,40,1.5,1.5,0.4 mg Pt cm ?2,0.885,0.4,CCM,0,125,1100,Nafion 115,0.19799,0.59138,1.04679,1.4963,2.02655,2.46572,0,0,0,0
An effective oxygen electrode based on Ir0.6Sn0.4O2 for PEM water electrolyzers,CHINA,2019,80,1,1,1,,5,59,0,16,0,1,Ir 0.6 Sn 0.4 O 2,0.4,40,0,1.5,0.4 mg Pt cm ?2,0.885,0.4,CCM,0,125,1100,Nafion 115,0.14679,0.49488,0.94488,1.36534,1.80451,2.23038,0,0,0,0
An effective oxygen electrode based on Ir0.6Sn0.4O2 for PEM water electrolyzers,CHINA,2019,80,1,1,1,,5,59,0,16,0,1,Ir 0.6 Sn 0.4 O 2,0.6,40,1.5,1,0.4 mg Pt cm ?2,0.59,0.4,CCM,0,125,1100,Nafion 115,0.23931,0.61176,1.05476,1.51848,1.96937,2.34775,0,0,0,0
An effective oxygen electrode based on Ir0.6Sn0.4O2 for PEM water electrolyzers,CHINA,2019,80,1,1,1,,5,59,0,16,0,1,Ir 0.6 Sn 0.4 O 2,1.25,40,1.5,0.5 mg cm-2 Ir,0.4 mg Pt cm ?2,0.5,0.4,CCM,0,125,1100,Nafion 115,0.16679,0.49929,0.94179,1.39515,1.79474,2.19482,0,0,0,0
"A cost-effective nanoporous ultrathin film electrode based on
nanoporous gold/IrO2 composite for proton exchange membrane
water electrolysis",China,2017,80,1,1,1,,4,85.52915767,0,14.47084233,0,1,IrO2 on porous Au,0.3333,70,0.3333,0.0741,1,0.063377106,0.7,CCM,0,50,1100,Nafion 212,0.28502,0.93413,1.73928,2.54443,3.34958,4.15473,0,0,0,0
"A cost-effective nanoporous ultrathin film electrode based on
nanoporous gold/IrO2 composite for proton exchange membrane
water electrolysis",China,2017,80,1,1,1,,4,100,0,0,0,0,Ir Black,0.3333,70,0.3333,0.873 Ir cm-2,1,0.873,0.7,CCM,0,50,1100,Nafion 212,0.24984,0.74133,1.37249,2.08211,2.79173,3.50135,0,0,0,0
"Additive manufactured bipolar plate for
high-efficiency hydrogen production in proton
exchange membrane electrolyzer cells",USA,2017,80,1,1,1,20,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,,100,,3,3.0 mg/cm2 Pt,2.734366353,3,CCM,0,125,1100,Nafion 115,0.33282,0.88957,1.49197,2.09437,2.69677,3.29917,0,0,0,0
"Additive manufactured bipolar plate for
high-efficiency hydrogen production in proton
exchange membrane electrolyzer cells",USA,2017,60,1,1,1,20,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,,100,,3,3.0 mg/cm2 Pt,2.734366353,3,CCM,0,125,1100,Nafion 115,0.17423,0.64626,1.13867,1.68856,2.22295,2.75734,0,0,0,0
"Additive manufactured bipolar plate for
high-efficiency hydrogen production in proton
exchange membrane electrolyzer cells",USA,2017,40,1,1,1,20,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,,100,,3,3.0 mg/cm2 Pt,2.734366353,3,CCM,0,125,1100,Nafion 115,0.06336,0.39598,0.79504,1.28297,1.8084,2.33383,0,0,0,0
"Additive manufactured bipolar plate for
high-efficiency hydrogen production in proton
exchange membrane electrolyzer cells",USA,2017,20,1,1,1,20,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,,100,,3,3.0 mg/cm2 Pt,2.734366353,3,CCM,0,125,1100,Nafion 115,0.02097,0.21866,0.52438,0.87494,1.27156,1.6641,0,0,0,0
"Experimental evidence of increasing oxygen crossover with increasing
current density during PEM water electrolysis",Germany,2017,70,1,1,1,100,25,100,0,0,0,0,Ir black,,100,,2 mg Ir/cm2,1 mg Pt/cm2,2,1,CCM,0,175,1100,Nafion 117,0.08723,0.3183,0.60128,0.8941,1.21457,1.5449,0,0,0,0
"Experimental evidence of increasing oxygen crossover with increasing
current density during PEM water electrolysis",Germany,2017,70,1,1,1,100,25,100,0,0,0,0,Ir black,,0,,2 mg Ir/cm2,1 mg Pt/cm2,2,1,CCM,0,175,1100,Nafion 117,0.03487,0.0919,0.21353,0.45716,0.74374,1.03826,0,0,0,0
"Carbon Nitride Materials as Efficient Catalyst
Supports for Proton Exchange Membrane
Water Electrolyzers",UK,2018,80,1,1,1,150,7,34.21166307,0,5.788336933,8,0,gCNH-IrO2,,100,,1.6,4 mg cm??2 of Pt,0.547386609,4,CCM,0,125,1100,Nafion 115,0.13387,0.28886,0.5048,0.73423,0.95291,1.17159,0,0,0,0
"Carbon Nitride Materials as Efficient Catalyst
Supports for Proton Exchange Membrane
Water Electrolyzers",UK,2018,80,1,1,1,150,7,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,,100,,1.6,4 mg cm??2 of Pt,1.458328722,4,CCM,0,125,1100,Nafion 115,0.00873,0.13551,0.386,0.67542,0.98788,1.30034,0,0,0,0
"Direct fabrication of gas diffusion cathode by pulse electrodeposition for
proton exchange membrane water electrolysis",Republic of Korea,2018,90,1,1,1,15,1.21,85.52915767,0,14.47084233,0,1,IrO2/Carbon paper,0,46.5,0.428571429,0.1,0.02 mg Pt/cm2 ,0.085529158,0.02,GDE,1,50,1100,Nafion 212,0.16828,0.43429,0.73636,1.02447,1.40565,1.9431,0,0,0,0
"An extremely low Pt loading cathode for a highly
efficient proton exchange membrane water
electrolyzer",Republic of Korea,2017,90,1,1,1,15,1.21,85.52915767,0,14.47084233,0,1,IrO2/Carbon paper,0,100,0.428571429,0.1,0.021 mg Pt/cm2,0.085529158,0.021,GDE,1,50,1100,Nafion 212,0.11198,0.60391,1.26824,1.95097,2.55324,3.09574,0,0,0,0
"Highly active anode electrocatalysts derived from electrochemical leaching
of Ru from metallic Ir0.7Ru0.3 for proton exchange membrane electrolyzers",Germany,2017,80,1,1,1,,25,74.37742114,16.76812396,8.854454898,0,0,Ir0.7Ru0.3O2,0.43,40,0.33,1,0.4 mg cm-2,0.911455451,0.4,CCM,0,50,1100,Nafion 212 CS,0.07182,0.39158,0.85829,1.325,1.79171,2.25842,0,0,0,0
"Fabrication of membrane electrode assemblies by
direct spray catalyst on water swollen Nafion
membrane for PEM water electrolysis",China,2017,80,1,1,1,,2,85.52915767,0,14.47084233,0,0,IrO2,0.176470588,20,0.176470588,2,0.2 mg/cm2 for Pt,1.710583153,0.2,CCM,0,175,1100,Nafion 117,0.1329,0.50636,0.8765,1.34789,1.77944,2.21099,0,0,0,0
"Ultrathin IrO2 Nanoneedles for Electrochemical
Water Oxidation",South Korea,2018,80,1,1,1,0.1,6.76,85.52915767,0,14.47084233,0,0,IrO2,,30,,4,1.8 mgPt cm?2,3.421166307,1.8,CCM,0,175,1100,Nafion 117,0.20499,0.44182,0.68651,0.95773,1.27121,1.57683,0,0,0,0
"Ultrathin platinum nanowire based electrodes for high-efficiency hydrogen
generation in practical electrolyzer cells",USA,2020,80,1,1,1,20,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,0,100,0,3,0.2 mg/cm2 for Pt,2.734366353,0.2,GDE,1,125,1100,Nafion 115,0.31865,0.81691,1.31517,1.81343,2.31169,2.80995,0,0,0,0
"Ultrathin platinum nanowire based electrodes for high-efficiency hydrogen
generation in practical electrolyzer cells",USA,2020,80,1,1,1,20,5,74.37742114,16.76812396,8.854454898,0,0,IrRuOx,0,100,0,3,0.1 mg/cm2 for Pt,2.734366353,0.1,GDE,1,125,1100,Nafion 115,0.2495,0.67955,1.04232,1.40509,1.76786,2.13063,0,0,0,0
